wrong_word,correct_word,review_label,review_reason,instances,unique_rows,wrong_in_processed_freq,correct_in_processed_freq,tweet_ids
مغیار,معیار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,261002
مقدص,مقدس,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,210555
پوگئی,ہوگئی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,443249
پھاروقھی,فاروقی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,609540
پھاورقھی,فاروقی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,609540
چُپ,چپ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,266460
چپے,چپ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,465153
چیکیں,چیخیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,501636
کرواٸیں,کروائیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,285997
کزارش,گزارش,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,26954
ہلی,ہیلی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,571667
بُھوکے,بھوکے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,113294
بیغرتووو,بےغیرتو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,240560
جوتا۔,ہوتا۔,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,452703
حدایت,ہدایت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,6517
دَلا,دلا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,84424
ذہیں,ذہن,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,573507
رہام,ریحام,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,650794
زاہر,ظاہر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,210211
غبادت,عبادت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,20001
غصّہ,غصہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,286135
مائوں,ماوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,233601
پھیںک,پھینک,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,228985
کُرم,کرم,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,264124
گصہ,غصہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,416044
ہدائت,ہدایت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,8,665624
بتاٸیں,بتائیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,442053
بچچو,بچو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,327682
بکاؤو,بکاؤ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,581810
بھجنے,بھیجنے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,617078
حطرہ,خطرہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,332694
دعوا,دعوی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,488291
دماد,داماد,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,590742
رھا۔,رہا۔,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,399736
سزاےء,سزائے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,432175
شھرت,شہرت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,150805
مکّار,مکار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,638184
مہنے,مہینے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,15971
نک,ناک,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,399504
پرردہ,پردہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,87249
پہلانے,پھیلانے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,310525
چمھچـے,چمچے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,20456
ڈاین,ڈائن,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,264780
کائینات,کائنات,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,128281
کوپٹر,کاپٹر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,571667
کٹھے,اکٹھے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,20229
کھسراے,کھسرے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,559169
کیلٸے,کیلے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,126998
کیۓ,کیئے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,421394
ھندوں,ہندوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,422578
ہندوو,ہندوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,7,595627
أو,آو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,267065
اتفاقِ,اتفاق,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,569706
ارستو,ارسطو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,272622
استعیفیٰ,استعفی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,590444
الکابات,القابات,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,214784
اهمیت,اہمیت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,405379
اگرانے,گرانے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,649729
بچیو,بچیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,266831
تحفو,تحفہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,266674
خوس,حوس,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,46898
خیران,حیران,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,415023
دہاٸی,دہائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,265255
شاباس,شاباش,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,86583
عتراض,اعتراض,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,635587
علیدگی,علیحدگی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,124481
محظ,محض,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,10526
محفظوں,محافظوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,231051
نید,نیند,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,12498
والدھ,والدہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,602782
پھوک,ڈرپوک,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,240560
چاہتیُ,چاہتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,264493
ڈرپوق,ڈرپوک,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,651259
کہلے,کھلے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,6,316097
آفراب,آفتاب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,573507
أکڑ,اکڑ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,649729
ائ,ائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,122434
باتمیزی,بدتمیزی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,286200
بیبجے,بھیجے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,658882
بیویان,بیویاں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,456058
جامعا,جامعہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,469920
جرمنہی,جرمنی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,43582
روائیت,روایت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,170722
رہپ,ریپ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,347690
فُرصت,فرصت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,623072
لانعتوں,لعنتیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,621591
لوگو۔۔۔,لوگو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,251984
لڑایئ,لڑائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,566328
لکب,لقب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,270012
ماروا,مروا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,417202
وائ,وائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,87056
ٹانگے,ٹانگیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,588446
پائ,پائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,150346
گھڈیاں,گھڑیاں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,436787
ھنس,ہنس,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,5,263615
اندا,اندھا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,493337
اُڑانے,اڑانے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,569244
ایمانیہ,ایمانی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,308566
جیے,جئے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,20313
دلّی,دلی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,32518
ساحبان,صاحبان,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,496753
سپائی,سپاہی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,521120
عیسائ,عیسائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,471220
فرعونیوں,فرعونوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,143094
لائ,لائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,107874
لالچی۔,لالچی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,65684
مطمیئن,مطمئن,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,567255
مغزرت,معزرت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,261002
نیوذی,نیوزی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,254929
ٹر,ٹرٹر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,443465
ڈڈُو,ڈڈو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,266824
کمینہی,کمینگی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,273915
ھجتے,بھیجتے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,211632
ھضم,ہضم,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,64758
ھوی,ھوئی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,624382
یھودیت,یہودیت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,4,397159
آئ،,آئی،,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,268441
احلاق,اخلاق,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,286650
اوٹاتا,اٹھاتا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,588446
بجاٸے,بجاۓ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,55303
بددینات,بددیانت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,504884
برکرار,برقرار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,421644
بِلاشُبہ,بلاشبہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,551096
بکاٶ,بکاو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,265255
تعبوت,تابوت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,435331
تھریروں,تحریروں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,61923
جاھلیت,جاہلیت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,370946
جبیثوں,خبیثوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,273566
حارش,خارش,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,469920
خائین,خائن,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,636054
خبیسوں,خبیثوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,57194
ذلفقار,ذولفقار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,590333
زلفقار,ذولفقار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,661139
سندھییوں,سندھیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,89987
طابوت,تابوت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,310069
عافہہ,عافیہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,297362
فـرشتے,فرشتے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,20456
لاٸکس,لائکس,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,72259
مستندوں,مستند,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,661124
منہگے,مہنگے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,635833
ٹائیپ,ٹائپ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,264775
ٹھٹھے,ٹٹے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,655643
پرڈیوسر,پروڈیوسر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,265606
چوڑیل,چڑیل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,269005
چپانے,چبانے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,251026
چیریں,چیرمین,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,170026
ڈاکوُں,ڈاکووں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,611618
ڈرذموں,ڈراموں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,46898
کاروائاں,کاروائیاں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,350588
کارواٸیاں,کاروائیاں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,623024
کسری,خسری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,268768
کھلواڈ,کھلواڑ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,27147
کھلہ,کھلی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,461476
ھانبداری,جانبداری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,81212
ھاھاھاھھاھا,ھاھاھاھاھا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,3,150095
آچار,اچار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,546255
اؤے,اوۓ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,267187
اعطاعت,اطاعت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,565403
الباکستانیو,الباکستانیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,101061
انقریب,عنقریب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,240633
باجوا،,باجوہ،,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,240547
بدحرامی,بدامی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,170182
بُنڈ,بنڈ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,635584
بھئئ,بھئ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,626059
بھالی,بھلی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,285759
بھاٸ,بھاٸی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,451035
بھجتی,بھیجتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,477134
بھینکی,پھینکی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,571667
بہنویی,بہنوئی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,556873
ترجحی,ترجیح,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,508201
جائداد,جائیداد,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,454055
جرنلز۔,جرنلز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,40704
دگرے,دھرے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,283856
دیکھاءے,دیکھاے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,505327
رپوٹنگ,رپورٹنگ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,449575
زہنوں,ذہنوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,231059
سافی,صافی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,405565
سنڈ,سینڈ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,298325
سوئ,سوئی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,210106
فائ,فائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,538911
للی,لالی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,348595
لوندا,لونڈا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,461351
مئین,متین,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,492319
مزاہب,مذاہب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,47048
نوازاے,نوازے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,403051
ٹوٸٹ,ٹوئٹ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,189171
ٹھک,ٹھگ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,40025
پئٹرول,پٹرول,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,64758
پایپ,پائپ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,369490
پروز,پرواز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,20016
پروپاگینڈا,پروپگینڈا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,397897
پڑھائ,پڑھائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,417742
پہرا,پہرہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,140843
پیخانہ,پاخانہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,108446
چایتا,چاہا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,605422
چوّلیں,چولیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,209796
کرایک,کریک,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,59093
کوویں,کنویں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,662174
کچڑا,کچرا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,623024
ھڑپ,ہڑپ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,147847
ھیجڑا,ہیجڑا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,86614
ہوگی؟,پرس,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,377178
ہڑھانا,پڑھانا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,227117
ہیں۔اج,ہیں۔آج,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,233601
۔کیسے؟,کیسے؟,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,406571
۔۔۔جیوووو,جیونیوز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,2,86861
،لہزا,،لہذا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,410397
،یھودیت,،یہودیت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,315507
آئیل,آئل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,10987
آخ,اخ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,271246
آرٹیلز,آرٹیکلز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,49394
آلاءکار,آلاکار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,627263
آکاس,عکاسی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,286650
اؐسترا,استرا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,645943
اتما۔لخ,آتما۔لخ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,479119
افاقہ,آفاقہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,268670
اناؤں,اناوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,656534
انُکو,انُ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,611029
انکٹ,انگت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,470928
ايك,ايک,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,261648
اُبئي,ابي,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,659152
اِمثال,امثال,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,406478
ایجاراداری,ایجاداری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,594433
باجییان,باجییاں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,30151
بازپرس,کون؟باز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,377178
بتاںٔیں,بتایں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,616623
بدمذہبوں,بدمذہوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,79406
برایے,براۓ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,22169
بغلولون,بغلولوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,159113
بولنگ,باؤلنگ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,251773
بںگلہ,بگلہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,46144
بھروں,بھٹروہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,559169
بھُونکے,بھُونکنے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,180530
بہالپوری,بہاولپوری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,466753
بہروسا,بھروسا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,399963
بیغرت۔,بیغیرت۔,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,266703
تمھارہ,تمہارہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,556873
تھا۔ھر,تھا۔ہر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,312746
تہزیب,تذیب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,423315
جاوں۔۔۔ھم,جاؤ۔۔۔ھم,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,479119
جوتیاں,چوتیاں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,559169
جپانی,جاپانی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,431088
جھاگی۔۔۔لیکن,جاگی۔۔۔لیکن,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,311591
حفصا,حفصاء,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,469920
خوامخا,خوامخواہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,274588
خوشنمائ,خوشنمائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,170722
دائ,دائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,388646
دانشوڑی,دانشوری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,251461
دفینڈر,ڈفینڈر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,282
دلائی,دلائے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,297463
دنیائ,دنیائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,21994
دہج,دہیج,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,339841
ذمہداری,ذمداری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,67883
رؤف,راؤف,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,264915
راوء,راو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,165163
رٹائرڈ,رئٹائرڈ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,397159
سناٶ,سناو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,6446
سکریپٹ,سکرپٹ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,265815
عوراتو,عورتو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,194598
فوس,فورس,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,273943
فیرنگیو,فیرنگیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,576162
لائیبری,لائیبریری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,465265
لانڈرر,لانڈر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,271236
لتھڑی,لتھڑا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,264915
لل,نل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,251058
لورا,لوڑا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,608466
لوُز,لوز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,272622
لکھاوا,لکھوا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,266728
ماسوا,ماسواے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,80689
مزھب,مزہب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,200382
مسلۂ,مسلئہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,537553
مشھوری،,مشہوری،,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,1,438525
