TweetId,TweetOriginal,TweetProcess
262111,"@MaryamNSharif لانتی عورت اس cofee میں ڈوب کر مر جا کے تجھ سے اور تری گنجا باپ سا پاکستان کی جان چھوٹ جائے امین 
#حقیقی_آزادی_لانگ_مارچ","@MaryamNSharif لعنتی عورت اس cofee میں ڈوب کر مر جا کے تجھ سے اور تری گنجا باپ سا پاکستان کی جان چھوٹ جائے امین 
"
262188,@bushraanjumbutt بے غیرت انسان تم کہے نہیں بچو گے یہ پرپگنڈا ہمارے ساتھ نہیں چلے گا۔ #حقیقی_آزادی_لانگ_مارچ,"@bushraanjumbutt بےغیرت انسان تم کہے نہیں بچو گے یہ پرپگنڈا ہمارے ساتھ نہیں چلے گا۔ "
262281,"لغاری تم اپنی ماں چدوا نے پھر آگیا مادر چور 22کروڑ عمران خان کے خلاف کوئی بھی ماننے کےلیے تیار نہیں

تم اپنی گانڈ میں سریا بھی ڈالو
پھر بھی یقین نہیں کریں گئے
ہم نے غداروں کو اپنی آنکھوں سے دیکھ لیا
اب گناہ ہے انکی بات سننا اور ماننا
#حقیقی_آزادی_لانگ_مارچ https://t.co/Q9kHqpN2qs","لغاری تم اپنی ماں چدوانے پھر آ گیا مادر چور 22 کروڑ عمران خان کے خلاف کوئی بھی ماننے کے لیے تیار نہیں تم اپنی گانڈ میں سریا بھی ڈالو
پھر بھی یقین نہیں کریں گے ہم نے غداروں کو اپنی آنکھوں سے دیکھ لیا اب گناہ ہے انکی بات سننا اور ماننا
 "
262387,"ہاہاہا ہاہاہا ہاہاہا تھوڑی سی تنقید برداشت نہیں کرسکتے لعنتی انسان😂کوئی تو ٹیگ کرو 👇
#حقیقی_آزادی_لانگ_مارچ 😂🤣 https://t.co/tAKUbh7tAj","ہاہاہا ہاہاہا ہاہاہا تھوڑی سی تنقید برداشت نہیں کر سکتے لعنتی انسان😂کوئی تو ٹیگ کرو 👇
#حقیقی_آزادی_لانگ_مارچ 😂🤣 https://t.co/tAKUbh7tAj"
262451,"@NawazSharifMNS ارے بئی تو ہے کون؟؟
پاکستان میں چوری کے علاوہ تیرا کام کیا ہے جو تو وہ بھگوڑے کو بتا رہا کہ کرنا کیا۔ تیرا تو باپ بھی مانے گا مطالبے اسکے۔ اگر تو اتنا پھنے خان ہے توآ پاکستان اسی ۲۰۰۰ سے کم لوگوں نے تیری گنجپہ جوتے نہ مارے تو کہی۔
#حقیقی_آزادی_لانگ_مارچ","@NawazSharifMNS ارے بئی تو ہے کون؟؟
پاکستان میں چوری کے علاوہ تیرا کام کیا ہے جو تو وہ بھگوڑے کو بتا رہا کہ کرنا کیا۔ تیرا تو باپ بھی مانے گا مطالبے اس کے۔ اگر تو اتنا پھنے خان ہے تو آ پاکستان اسی ۲۰۰۰ سے کم لوگوں نے تیری گنج پہ جوتے نہ مارے تو کہی۔
"
262581,"@hinaparvezbutt جی ٹی روڈ پر آج سے پہلے ایسا منظر کبھی نہیں دیکھا گیا۔ یہ بات طے ہے کہ وہ آج نہیں تو کل آرہا ہے وہ بھی دو تہائی کے ساتھ، انشاءاللہ
❤️✌️
 #حقیقی_آزادی_لانگ_مارچ https://t.co/yO6kmHKedI","@hinaparvezbutt جی ٹی روڈ پر آج سے پہلے ایسا منظر کبھی نہیں دیکھا گیا۔ یہ بات طے ہے کہ وہ آج نہیں تو کل آرہا ہے وہ بھی دو تہائی کے ساتھ، انشاءاللہ
❤️✌️
 #حقیقی_آزادی_لانگ_مارچ https://t.co/yO6kmHKedI"
262606,"@AbidSherAli چل اوئے۔۔۔بھگوڑے کے پالتو۔۔۔تم لوگوں کی اوقات ہے اس مرد مجاہد @ImranKhanPTI کورعایت دینے کی۔۔۔تم سب اسکے جوتے کی نوک پر ہو۔۔۔جو رعایت خود لی ہے جوتے چاٹ کر اس بھگوڑے کو بولو وہ سنبھال کر رکھ لے۔۔۔کچھ دن کے لیئے 
#حقیقی_آزادی_لانگ_مارچ 
#نیچے_اترو_کرسی_سے https://t.co/9KcIMUtsgl","@AbidSherAli چل اوئے ۔۔۔ بھگوڑے کے پالتو ۔۔۔تم لوگوں کی اوقات ہے اس مرد مجاہد @ImranKhanPTI کو رعایت دینے کی۔۔۔تم سب اسکے جوتے کی نوک پر ہو۔۔۔جو رعایت خود لی ہے جوتے چاٹ کر اس بھگوڑے کو بولو وہ سنبھال کر رکھ لے۔۔۔کچھ دن کے لیئے 
 
 "
262635,"@MadamDaultana او لانتی عورت تو بھی چلی جا london اگر تجھے اتنا یاد ا رہا ہے یہ حرام خور

#حقیقی_آزادی_لانگ_مارچ https://t.co/NjcXnnvWDv","@MadamDaultana او لعنتی عورت تو بھی چلی جا london اگر تجھے اتنا یاد آ رہا ہے یہ حرام خور

 "
262708,"حامد میر کبھی بھی غدار اورڈاکو زرداری مافیا اور بلورانی چور کےخلاف نہیں بولے گا،جبکہ اقتدار کے بھوکے بھٹو نے اقتدار کی خاطر ملک ہی توڑ دیا۔لخت لعنت ایسےمنافق صحافی پر
@HamidMirPAK #ImranKhan #BajwaTraitor #BajwaHasToGo #Bajwa_Traitor #امپورٹڈ_حکومت_نامنظور #حقیقی_آزادی_لانگ_مارچ https://t.co/YhSyeeoerj https://t.co/87u4PHrGPz","حامد میر کبھی بھی غدار اور ڈاکو زرداری مافیا اور بلورانی چور کےخلاف نہیں بولے گا، جبکہ اقتدار کے بھوکے بھٹو نے اقتدار کی خاطر ملک ہی توڑ دیا ۔ لخت لعنت ایسے منافق صحافی پر
 @HamidMirPAK        "
263039,"@arslankhalid_m @PTIofficial @FrontlineKamran 
#لعنتی_لفافہ_صحافی تم نے شاید یہ حدیث نہیں سنی
 جھوٹوں پر اللہ کی لعنت۔ تمہارے بنا سر پاؤں والے مسلسل سفید جھوٹ اور جب خود تم تمیز کے دائرے میں نہیں رہو گے تو اس پر آب لعنتیں نہ دیے تم کو ثبوت دینے کے بعد بھی تو کیا پولوں کا ہار پہنایں #حقیقی_آزادی_لانگ_مارچ","@arslankhalid_m @PTIofficial @FrontlineKamran تم نے شاید یہ حدیث نہیں سنی جھوٹوں پر اللہ کی لعنت ۔ تمہارے بنا سر پاؤں والے مسلسل سفید جھوٹ اور جب خود تم تمیز کے دائرے میں نہیں رہو گے تو اس پر اب لعنتیں نہ دیے تم کو ثبوت دینے کے بعد بھی تو کیا پھولوں کا ہار پہنائیں "
263242,"@sherryrehman لبوتری اس نے مارشل لاء لگانے کا نہیں کہا بلکہ چیلینج دیا ہے،مارشل لاء لگا کر دیکھاؤ  !!

 وہ حالات نہیں، کے مخالف پارٹی کے لیڈران کرپشن پر نکالے گئے ہوں ،اس بار  ملک کے بے داغ لیڈر کو امریکہ کی ایماء پر حکومت سے نکالا گیا ہے ،عوام ردعمل کے لئے تیار ہیں

#حقیقی_آزادی_لانگ_مارچ https://t.co/1wHuyGJJl3","@sherryrehman لبوتری اس نے مارشل لاء لگانے کا نہیں کہا بلکہ چیلینج دیا ہے ،مارشل لاء لگا کر دیکھاؤ  !! وہ حالات نہیں، کے مخالف پارٹی کے لیڈران کرپشن پر نکالے گئے ہوں ،اس بار  ملک کے بےداغ لیڈر کو امریکہ کی ایماء پر حکومت سے نکالا گیا ہے ، عوام ردعمل کے لئے تیار ہیں

 "
263372,"Sana Ullah 
رانا موچھڑتم چینل بند کرو گے تو کیا اکھاڑ لو گے ہم نے موبائل حنا پرویز بٹ اور غریدہ فاروقی کا مجرا دیکھنے کیلئے نہیں رکھا ہے 😁😁
#حقیقی_آزادی_لانگ_مارچ https://t.co/L9FYFyxWdU","Sana Ullah رانا موچھڑ تم چینل بند کرو گے تو کیا اکھاڑ لو گے ہم نے موبائل حنا پرویز بٹ اور غریدہ فاروقی کا مجرا دیکھنے کیلئے نہیں رکھا ہے 😁😁
 "
263492,"رانا ثنااللہ سرٹیفائیڈ کرمنل اور ازلی جھوٹا ہے،
اعظم سواتی
#حقیقی_آزادی_لانگ_مارچ","رانا ثنا اللہ سرٹیفائیڈ کرمنل اور ازلی جھوٹا ہے ، اعظم سواتی
"
263508,مونچھو والے چوہا اور Dirty Harry َلفافہ میڈیا پر جھوٹ پہ جھوٹ بول رہے ہیں تعداد پر تو ان کو میں کہنا چاہتا ہو یہ لوگ کوئی تمہاری بیٹی کا ڈانس دیکھنے نہیں جارہے یہ اسلام آباد آرہے ہیں اس لیے دل کو جھوٹی تسلیاں جتنی دینا چاہتے ہو دے لو #حقیقی_آزادی_لانگ_مارچ https://t.co/gzLXaPdGg5,"مونچھو والے چوہا اور Dirty Harry َلفافہ میڈیا پر جھوٹ پہ جھوٹ بول رہے ہیں تعداد پر تو ان کو میں کہنا چاہتا ہوں یہ لوگ کوئی تمہاری بیٹی کا ڈانس دیکھنے نہیں جا رہے یہ اسلام آباد آ رہے ہیں اس لیے دل کو جھوٹی تسلیاں جتنی دینا چاہتے ہو دے لو  "
263576,"مفرور زادی کو اصل غصہ اپنے ڈگی والے چچا پر ہے جس نے بھیک میں ملے اقتدار کے چکر میں پٹوارلیگ کا پورے پنجاب سے صفایا کروا دیا ہے
#حقیقی_آزادی_لانگ_مارچ","مفرور زادی کو اصل غصہ اپنے ڈگی والے چچا پر ہے جس نے بھیک میں ملے اقتدار کے چکر میں پٹوار لیگ کا پورے پنجاب سے صفایا کروا دیا ہے
"
263599,بے شرمی و ڈھٹائی کی انتہا دیکھیں کہ جھوٹی نانی مریم صفدر اپنے والد، بھائیوں، سمدھی، بیٹے و پورے ٹبر کے ساتھ لندن میں بیٹھ کر کہہ رہی کہ عمران خان کے بچے لندن میں ہیں 🖐   #حقیقی_آزادی_لانگ_مارچ,"بےشرمی و ڈھٹائی کی انتہا دیکھیں کہ جھوٹی نانی مریم صفدر اپنے والد، بھائیوں، سمدھی، بیٹے و پورے ٹبر کے ساتھ لندن میں بیٹھ کر کہہ رہی کہ عمران خان کے بچے لندن میں ہیں 🖐   "
263615,"اس بات پر سب ایک دفعہ کھل کر ھنس لیں۔۔۔۔۔۔🤣🤣🤣🤣🤣🤣🤣🤣🤣
بھاگنے نھیں دیں گے۔۔۔۔🤣🤣🤣🤣
کیا پدی اور کیا پدی کی شوری۔۔۔
#حقیقی_آزادی_مارچ 
#حقیقی_آزادی_لانگ_مارچ 
#نیچے_اترو_کرسی_سے 
@MaryamNSharif 
@SaniaaAshiq https://t.co/w0Ls83mKlw","اس بات پر سب ایک دفعہ کھل کر ہنس لیں بھاگنے نھیں دیں گے کیا پدی اور کیا پدی کی شور @MaryamNSharif  @SaniaaAshiq "
263732,"یوتھیے بھی کیا کھوتا قوم ہیں، جس انگریز سے 100 سالہ جدوجہد کے بعد آزادی حاصل کی تھی اسی کے ملک میں رہ کر اسکی شہریت حاصل کر کے، اسکے غلام اور کتے بن کر پاکستان کے 3 مرتبہ منتخب وزیراعظم کے گھر کے سامنے آزادی کے نعرے لگاتے ہیں وہ بھی انگریزی کتے کے کہنے پر.
#حقیقی_آزادی_لانگ_مارچ","یوتھیے بھی کیا کھوتا قوم ہیں، جس انگریز سے 100 سالہ جدوجہد کے بعد آزادی حاصل کی تھی اسی کے ملک میں رہ کر اسکی شہریت حاصل کر کے، اسکے غلام اور کتے بن کر پاکستان کے 3 مرتبہ منتخب وزیراعظم کے گھر کے سامنے آزادی کے نعرے لگاتے ہیں وہ بھی انگریزی کتے کے کہنے پر.
#حقیقی_آزادی_لانگ_مارچ"
263796,"@KhSaad_Rafique بے شرم آدمی ، اتنا جھوٹ 
#حقیقی_آزادی_لانگ_مارچ https://t.co/wNi1qku59b","@KhSaad_Rafique بےشرم آدمی ، اتنا جھوٹ 
 "
263834,"لانے والوں نے شہبازشریف کو بھیجنے کا فیصلہ کر لیا نجم سیٹھی
اسٹیبلشمنٹ بیک فٹ پر چلی گئی اور بالکل بے بس و لاچار ہوگئی ہے
لفافی طلعت حسین😋
#حقیقی_آزادی_لانگ_مارچ","لانے والوں نے شہباز شریف کو بھیجنے کا فیصلہ کر لیا نجم سیٹھی اسٹیبلشمنٹ بیک فٹ پر چلی گئی اور بالکل بےبس و لاچار ہو گئی ہے لفافی طلعت حسین 😋
"
263857,"آذادی مارچ میں عوام کو دیکھ کر نواز سنڈیلا کی پھٹ گئ
.
.
.
.
.
آنکھیں.. 😂😂
آپ جو سوچ رہے ھیں وہ بھی ٹھیک ہے... 😜🤣

#حقیقی_آزادی_لانگ_مارچ","آزادی مارچ میں عوام کو دیکھ کر نواز سنڈیلا کی پھٹ گئی آنکھیں.. 😂😂 آپ جو سوچ رہے ھیں وہ بھی ٹھیک ہے ... 😜🤣

"
263865,"بیغرتی  ن لیگ کے خون میں رچی ہوئی ہے 
#حقیقی_آزادی_لانگ_مارچ https://t.co/eDQQ36gHnr","بےغیرتی  ن لیگ کے خون میں رچی ہوئی ہے 
 "
263870,"ضمیرفروش ایم کیوایم اپنے ابو کے کہنے پر پریس کانفرنس کررھے ہیں
اگلا الیکشن ہوجانے دو ان ضمیرفروش چوروں کی پریس کانفرنس کی بھی اوقات نہی رھے گی
#عمران_خان_ہماری_ریڈ_لائن 
#حقیقی_آزادی_لانگ_مارچ 
#یہ_بازی_عمران_ہی_جیتےگا 
#عوامی_طاقت_عمران_خان 
 #امپورٹڈ_حکومت_نامنظور","ضمیر فروش ایم کیو ایم  اپنے ابو کے کہنے پر پریس کانفرنس کررھے ہیں اگلا الیکشن ہوجانے دو ان ضمیر فروش چوروں کی پریس کانفرنس کی بھی اوقات نہی رھے گی
 
 
 
 
 "
263921,بھائ وہ بھگوڑے نہیں نانی ۴۲۰ کی طرح۔ ویسے میاں سانپ کے وہ ڈبو ببلو کہاں ہیں۔ #حقیقی_آزادی_لانگ_مارچ https://t.co/Yuh1and2Ga,"بھائی وہ بھگوڑے نہیں نانی ۴۲۰ کی طرح ۔ ویسے میاں سانپ کے وہ ڈبو ببلو کہاں ہیں۔  "
263939,"عقل کی اندھی تو ہے ہی نظر کی بھی اندھی ہےیہ@GFarooqi بیوقوف عورت صبح کا وقت ہےکینٹینر بھی خالی ہے 
#حقیقی_آزادی_لانگ_مارچ https://t.co/81cMTOvXsB","عقل کی اندھی تو ہے ہی نظر کی بھی اندھی ہے یہ @GFarooqi بیوقوف عورت صبح کا وقت ہےکنٹینر بھی خالی ہے 
 "
263987,"#حقیقی_آزادی_لانگ_مارچ
ہم نے تو سنا تھا کہ کوئ مرد پریس کانفرنس کرے گا باہر سے۔۔۔ یہ کھسری کہاں سے آگئ","
ہم نے تو سنا تھا کہ کوئی مرد پریس کانفرنس کرے گا باہر سے۔۔۔ یہ کھسری کہاں سے آ گئ"
264061,"کرائم منسٹر نے قوم کی لعن تعن کے بعد ٹوئیٹ ڈیلیٹ کردی ۔۔ 
#امپورٹڈ_حکومت_نامنظور #حقیقی_آزادی_لانگ_مارچ https://t.co/u0utpVxB34","کرائم منسٹر نے قوم کی لعن تعن کے بعد ٹوئیٹ ڈیلیٹ کردی ۔۔ 
  "
264114,"یہ خود گیراج سے ایسٹبلشمنٹ کے ساتھ رنگے ہاتھوں پکڑی گئی تھی ،خبیث عورت
#حقیقی_آزادی_لانگ_مارچ https://t.co/3YVfEZP6kv","یہ خود گیراج سے ایسٹبلشمنٹ کے ساتھ رنگے ہاتھوں پکڑی گئی تھی ،خبیث عورت
 "
264121,"@Haqeeqat_TV ان کرپٹ گھٹیا بے شرم لوگوں کے سہولت کار وہ ہیں جو خود کو محب وطن کہتے ہیں

حالانکہ آج صاف نظر آرہا ہے کون محب وطن ہے اور کون غدارِ وطن ہے 

#حقیقی_آزادی_لانگ_مارچ","@Haqeeqat_TV ان کرپٹ گھٹیا بےشرم لوگوں کے سہولت کار وہ ہیں جو خود کو محب وطن کہتے ہیں

حالانکہ آج صاف نظر آرہا ہے کون محب وطن ہے اور کون غدارِ وطن ہے 

"
264124,"@geonews_urdu ابھی دو دن نہیں ہوۓ کُرم میں ڈیزل سمیت 13 پارٹیوں کو اکیلے عمران خان نے انتہاٸی زبردست طریقے سے ٹُھس کیا ہے 
لیکن اس بےشرم اور دین فروش کو پھر بھی شرم نہیں آتی 
#حقیقی_آزادی_لانگ_مارچ","@geonews_urdu ابھی دو دن نہیں ہوۓ کرم میں ڈیزل سمیت 13 پارٹیوں کو اکیلے عمران خان نے انتہائی زبردست طریقے سے ٹھس کیا ہے 
لیکن اس بےشرم اور دین فروش کو پھر بھی شرم نہیں آتی 
"
264156,"مسلم لیگ نواز اور اس کے ہواری ہمیشی سے 40 سال سے عوام کو لوٹتے رہے ہیں اور اب یہ چور ٹولہ نیم پاگل ہو چوکا کے عوام جاگ چوکی ہے
#قوم_کا_ہیرو_ارشد_شریف
#ارشد_تیرے_خون_سے_انقلاب_آۓ_گا
#حقیقی_آزادی_لانگ_مارچ https://t.co/n7XyUNdomY","مسلم لیگ نواز اور اس کے ہواری ہمیشہ سے 40 سال سے عوام کو لوٹتے رہے ہیں اور اب یہ چور ٹولہ نیم پاگل ہو چکا کہ عوام جاگ چکی ہے


 "
264176,"دو ٹکے کی گھٹیا عورت. بلکہ عورت کے نام پر دھبا ہے سرٹیفائڈ چورنی اس سے زیادہ بے حیا عورت  پاکستان تو کیا پوری دنیا میں کوئی نہیں ہو گی
#حقیقی_آزادی_لانگ_مارچ","دو ٹکے کی گھٹیا عورت. بلکہ عورت کے نام پر دھبا ہے سرٹیفائڈ چورنی اس سے زیادہ بےحیا عورت  پاکستان تو کیا پوری دنیا میں کوئی نہیں ہو گی
"
264182,وہ جو اس اوارہ کتیا کا پٹہ کھولا ہے باندھ لو بہتر ہے ورنہ کہانی مانسہرہ سے شروع کرکے قطر تک لے جائیں گے۔۔#حقیقی_آزادی_لانگ_مارچ https://t.co/LmcrmyC5fY,"وہ جو اس اوارہ کتیا کا پٹہ کھولا ہے باندھ لو بہتر ہے ورنہ کہانی مانسہرہ سے شروع کرکے قطر تک لے جائیں گے۔۔ "
264210,@Samra92382422 ہاہاہاہاہا اسکی اوور ایکٹینگ کے 200 روپے کاٹو۔۔جھوٹی مکار عورت #حقیقی_آزادی_لانگ_مارچ,"@Samra92382422 ہاہاہاہاہا اسکی اووایکٹینگ کے 200 روپے کاٹو۔۔جھوٹی مکار عورت "
264212,مریم صفدر کی مثال کسی چکلے پہ بیٹھی ایک برہنہ عورت کی سی ہے جو کسی کو سر پر دوپٹہ نہ لینے پر بھی تعنے دے ،اپنے باپ اپنے بھائیوں شوہر بچوں سمیت لندن بیٹھ کر عمران خان کو بیٹوں کا تعنہ دے رہی ہے،یہ سٹھیائی بُڑھیا تنقید دوسروں پر کرتی ہے مار اپنی کیتی ہے  جاہل #حقیقی_آزادی_لانگ_مارچ https://t.co/cpf8EqxvFD,"مریم صفدر کی مثال کسی چکلے پہ بیٹھی ایک برہنہ عورت کی سی ہے جو کسی کو سر پر دوپٹہ نہ لینے پر بھی تعنے دے ، اپنے باپ اپنے بھائیوں شوہر بچوں سمیت لندن بیٹھ کر عمران خان کو بیٹوں کا تعنہ دے رہی ہے ، یہ سٹھیائی بُڑھیا تنقید دوسروں پر کرتی ہے مار اپنی کیتی ہے  جاہل  "
264226,"@DunyaNews گدھا کیا جانے بسنت کی بہار اعلیٰ قسم کے کنجر خاندان سے تعلق ہے اس خالص بے غیرت کا سالا لفافہ
#حقیقی_آزادی_لانگ_مارچ","@DunyaNews گدھا کیا جانے بسنت کی بہار اعلیٰ قسم کے کنجر خاندان سے تعلق ہے اس خالص بےغیرت کا سالا لفافہ
"
264235,"#حقیقی_آزادی_لانگ_مارچ
اگر آج طارق بن زیاد زندہ ہوتا تو عمران خان کے منہ پر دو تھپڑ لاکر کہتا بغیرت انسان انقلاب کشتی جلانے سے آتا ہے بچی نچانے سے نہیں آتا https://t.co/asgOziLs12","
اگر آج طارق بن زیاد زندہ ہوتا تو عمران خان کے منہ پر دو تھپڑ لا کر کہتا بغیرت انسان انقلاب کشتی جلانے سے آتا ہے بچی نچانے سے نہیں آتا "
264280,"@TahirMughalPml2 اونٹ 🐫 اگر بیٹھا بھی ہو تو کتوں🐕 سے اونچا ہی ہوتا ہے
دور کھڑے ہو کر کتوں کی طرح بھونکنے سے بہتر تھا سامنے آ کر کہتے تو ہم مانتے کہ واقعی پچھواڑے میں دم ہے
#حقیقی_آزادی_لانگ_مارچ ایک انقلاب ہے جو عام عوام کی آنے والی نسلوں کو سنوارنے کے لئے ہے
مگر تم جیسے چوتئیے نہیں سمجھتے",@TahirMughalPml2 اونٹ 🐫 اگر بیٹھا بھی ہو تو کتوں 🐕 سے اونچا ہی ہوتا ہے دور کھڑے ہو کر کتوں کی طرح بھونکنے سے بہتر تھا سامنے آ کر کہتے تو ہم مانتے کہ واقعی پچھواڑے میں دم ہے ایک انقلاب ہے جو عام عوام کی آنے والی نسلوں کو سنوارنے کے لئے ہےمگر تم جیسے چوتیے نہیں سمجھتے
264328,""" پاکستانیو!کفر کا نظام نہیں چل سکتا۔ ڈاکواین آر او لےلےاورغریب جیل کاٹے؟ہم سب ملکرڈاکو نوازشریف کا استقبال کریں گے، نوازشریف کو سیدھا اڈیالہ جیل لیکر جائیں گے۔ لندن میں بیٹھا بھگوڑااورزرداری بیماری ملکر کوششیں کررہےہیں۔""
عمران خان
#حقیقی_آزادی_لانگ_مارچ"," پاکستانیو ! کفر کا نظام نہیں چل سکتا ۔ ڈاکو این آر او  لے لے اور غریب جیل کاٹے ؟ ہم سب مل کر ڈاکو نواز شریف کا استقبال کریں گے ، نواز شریف کو سیدھا اڈیالہ جیل لیکر جائیں گے ۔ لندن میں بیٹھا بھگوڑا اور زرداری بیماری ملکر کوششیں کر رہے ہیں۔ عمران خان
"
264341,"تمھارا باپ بھی عمران خان کو ہاتھ نہیں لگا سکتا،
@MaryamNSharif
@NawazSharifMNS
@RanaSanaullahPK
@CMShehbaz

عوام کے دلوں 💕  میں آگ 🔥 ہے،
جل کے راکھ ہو جاءو گئے،
😠 😡 

#DGISPR
#حقیقی_آزادی_لانگ_مارچ https://t.co/9lZ6na9w9y","تمھارا باپ بھی عمران خان کو ہاتھ نہیں لگا سکتا، @MaryamNSharif @NawazSharifMNS @RanaSanaullahPK @CMShehbaz عوام کے دلوں 💕  میں آگ 🔥 ہے، جل کے راکھ ہو جاو گے ، 😠 😡 


 "
264431,"@MAbdullahGul @OfficialDGISPR https://t.co/yGh8RBKqek

بے شرم انسان جھوٹے الزامات لگانے سے پہلے تحقیق کرلیا کرو 

تم لوگ کتنے محب وطن ہو ہمیں معلوم ہے ۔ عمران خان کے بغض میں پاگل ہوچکے ہو
جاکر کسی اچھے سی ایم ایچ سے اپنے دماغ کا علاج کراؤ 

#حقیقی_آزادی_لانگ_مارچ","@MAbdullahGul @OfficialDGISPR بےشرم انسان جھوٹے الزامات لگانے سے پہلے تحقیق کرلیا کرو تم لوگ کتنے محب وطن ہو ہمیں معلوم ہے ۔ عمران خان کے بغض میں پاگل ہو چکے ہو جا کر کسی اچھے سی ایم ایچ سے اپنے دماغ کا علاج کراؤ 

"
264458,"@TahirMughalPml2 اپنی بکواس بند کرو سارا گوجرانوالہ عمران خان کا ہے ہم آج پٹواریوں کو ثابت کریں گے کہ گوجرانولہ ن لیگ گڑھ نہیں بلکہ عمران خان کا گھر ہے
#Gujranwala 
#حقیقی_آزادی_لانگ_مارچ","@TahirMughalPml2 اپنی بکواس بند کرو سارا گوجرانوالہ عمران خان کا ہے ہم آج پٹواریوں کو ثابت کریں گے کہ گوجرانولہ ن لیگ گڑھ نہیں بلکہ عمران خان کا گھر ہے
 
"
264493,یہ جو سلیٹی بوٹ پالیشیا حکومت ہے اس کو عوام نے رد کر دیا ہےُ۔ اتنے الیکشن کتے کی طرح ہارنے پر بھی تم نہیں سمجھ رہے کے عوام تمہیں نہیں چاہتیُ #حقیقی_آزادی_لانگ_مارچ #مریم_نواز_شرم_کرو https://t.co/ZVIQnh30ew,"یہ جو سلیٹی بوٹ پالیشیا حکومت ہے اس کو عوام نے رد کر دیا ہےُ ۔ اتنے الیکشن کتے کی طرح ہارنے پر بھی تم نہیں سمجھ رہے کے عوام تمہیں نہیں چاہتی   "
264625,"اس F.A پاس نالائق جاہل عورت کو یہ نہیں معلوم کہ ایک عورت فرنٹ “مین” نہیں ہو سکتی
😂
#حقیقی_آزادی_لانگ_مارچ https://t.co/j90KBSMnRd","اس F.A پاس نالائق جاہل عورت کو یہ نہیں معلوم کہ ایک عورت فرنٹ “مین” نہیں ہو سکتی
😂
 "
264631,@HamidMirPAK جاہل میر کا پٹا آجکل کچھ زیادہ کولا گیا ہے۔ #حقیقی_آزادی_لانگ_مارچ,"@HamidMirPAK جاہل میر کا پٹا آج کل کچھ زیادہ کھلا گیا ہے۔ "
264775,"@MaryamNSharif لندن تو چھوڑو پاکستان میں کوئی پراپرٹی نہیں ہیں۔ اور بوٹ پالش کرنے کے بعد آج پاکستان سے بھاگ گئی اور گیا۔۔ لیکن پھر بھی بہت سے پٹواری ٹائیپ لوگ یہ بات سمجھنے سے قاصر ہء۔
#حقیقی_آزادی_لانگ_مارچ","@MaryamNSharif لندن تو چھوڑو پاکستان میں کوئی پراپرٹی نہیں ہیں ۔ اور بوٹ پالش کرنے کے بعد آج پاکستان سے بھاگ گئی اور گیا ۔۔ لیکن پھر بھی بہت سے پٹواری ٹائپ لوگ یہ بات سمجھنے سے قاصر ۔
"
264780,"ڈاین @MaryamNSharif بھی عمران خان کی تقاریر سنتی ہے، اور غور سے دیکھتی ہے، اور من میں کیا گندے گندے خیالات آتے ہیں۔
#حقیقی_آزادی_لانگ_مارچ","ڈائن @MaryamNSharif بھی عمران خان کی تقاریر سنتی ہے، اور غور سے دیکھتی ہے، اور من میں کیا گندے گندے خیالات آتے ہیں۔
"
264849,"جی بلکل پر وہ نہیں آیا جو لندن دوائی لینے گیا تھا😆
#حقیقی_آزادی_لانگ_مارچ 
@NawazSharifMNS https://t.co/NiAboNomiv","جی بلکل پر وہ نہیں آیا جو لندن دوائی لینے گیا تھا 😆 @NawazSharifMNS "
264863,"تم #PDM تو سیاہ و سفید کے مالک تھے نا آخر ایسا کیا ہوگیا کہ تمہارے ڈھیلے باہر آرہے ہیں؟
@CMShehbaz @NawazSharifMNS @MaryamNSharif @BBhuttoZardari @MoulanaOfficial
#ہم_چھین_کر_لیں_گے_آزادی
#حقیقی_آزادی_لانگ_مارچ
#حقیقی_آزادی_مارچ
#نیچے_اترو_کرسی_سے https://t.co/z7TxlJozG3","تم  تو سیاہ و سفید کے مالک تھے نا آخر ایسا کیا ہوگیا کہ تمہارے ڈھیلے باہر آ رہے ہیں ؟ @CMShehbaz @NawazSharifMNS @MaryamNSharif @BBhuttoZardari @MoulanaOfficial



 "
264873,"@pmln_org @MaryamNSharif کرنانی پٹوارن!
تو آپ کے پیٹ میں کیوں درد ہو رہا ہے؟ 🤔
#حقیقی_آزادی_لانگ_مارچ 
#ImranKhanLongMarch","@pmln_org @MaryamNSharif کرنانی پٹوارن ! تو آپ کے پیٹ میں کیوں درد ہو رہا ہے؟ 🤔
 
"
264878,"@MaryamNSharif وہ ہ ہ 
اعلی درجے کی ڈرامے باز عوت ہالی ووڈ میں اداکاری شروع کردو  جس فلیٹ میں بیٹھی ہو یہ عام عوام کا چوری کیا ہوا پیسہ اتنے ارام سے بھولنے نہیں دے حصاب تو لے کر رہے گے
#حقیقی_آزادی_لانگ_مارچ","@MaryamNSharif وہ اعلی درجے کی ڈرامے باز عورت ہالی ووڈ میں اداکاری شروع کر دو  جس فلیٹ میں بیٹھی ہو یہ عام عوام کا چوری کیا ہوا پیسہ اتنے آرام سے بھولنے نہیں دے حساب تو لے کر رہے گے
"
